market_id,house_name,bid_price,bid_quantity,state,Q_min,Q_max,P_min,P_max
8,house_3_9B_tm_3_B_9_Meter_64_705,28.0270060192,5.5615780609,OFF,0,5.5615780609,20.9621270072,35.0918850313
8,house_3_24C_tm_3_C_24_Meter_66_768,0.0,3.40655481163,OFF,0,0,0.0,0.0
8,house_3_12A_tm_3_A_12_Meter_94_1094,22.9103797107,3.89810579947,OFF,0,3.89810579947,9.84822028441,35.9725391371
8,house_3_8A_tm_3_A_8_Meter_68_780,38.8845677388,3.47410680664,OFF,0,3.47410680664,35.6108066652,42.1583288124
8,house_3_2A_tm_3_A_2_Meter_114_1274,24.8009243164,3.45302137035,OFF,0,3.45302137035,16.3432248804,33.2586237525
8,house_3_4B_tm_3_B_4_Meter_107_1215,22.1550099684,3.03930621888,OFF,0,3.03930621888,3.09271866726,41.2173012696
8,house_3_13A_tm_3_A_13_Meter_82_981,32.0285031827,5.64035059438,OFF,0,5.64035059438,27.0140861731,37.0429201923
8,house_3_15A_tm_3_A_15_Meter_79_953,23.8711858049,1.73560509858,OFF,0,1.73560509858,6.80577289037,40.9365987195
8,house_3_2B_tm_3_B_2_Meter_107_1213,40.1809345962,2.60518056242,ON,0,2.60518056242,35.6202130151,44.7416561772
8,house_3_7C_tm_3_C_7_Meter_92_1074,22.8930673451,2.17090954349,OFF,0,2.17090954349,5.92375699418,39.8623776961
8,house_3_5C_tm_3_C_5_Meter_100_1148,31.978066079,5.64473271734,OFF,0,5.64473271734,27.6357116404,36.3204205176
8,house_3_10C_tm_3_C_10_Meter_75_858,42.2543283535,5.19646702184,ON,0,5.19646702184,35.9947276479,48.5139290592
8,house_3_3A_tm_3_A_3_Meter_76_866,56.0308213337,5.64271959985,ON,0,5.64271959985,55.7725569948,56.2890856727
8,house_3_11C_tm_3_C_11_Meter_74_844,38.4645812426,5.63589224748,ON,0,5.63589224748,33.4140686873,43.5150937979
